Category,Language,Aspects,Count
Others,German,grund___wissenschaft,11
Professor,German,forschung___postdoc,11
Professor,German,chance___wissenschaft,11
PostDoc,German,ausland___postdoc,11
Professor,German,chance___system,11
Professor,English,contract___system,11
Professor,German,chance___professur,11
PostDoc,German,bmbf___video,11
Professor,German,forschung___projekt,11
PostDoc,German,bmbf___wissenschaft,11
Professor,German,forschung___promotion,11
Others,German,forschung___mensch,11
Professor,German,antrag___zeit,11
PostDoc,German,professor___uni,11
Unknown,German,stelle___vertrag,11
Unknown,English,academia___people,11
PostDoc,German,stunde___thema,11
Unknown,English,germany___people,11
PostDoc,German,stelle___wissenschaftler,11
PostDoc,German,forschung___promotion,11
Unknown,English,germany___year,11
PostDoc,English,people___position,11
PostDoc,German,stelle___system,11
PostDoc,German,system___zeit,11
PostDoc,German,arbeit___promotion,11
Professor,German,jahr___perspektive,11
PostDoc,German,professur___uni,11
PostDoc,English,job___life,11
Others,German,familie___jahr,11
PostDoc,English,job___researcher,11
Unknown,English,scholar___work,11
PostDoc,German,forschung___universität,11
Professor,German,innovation___wissenschaft,11
Professor,German,hochschule___vertrag,11
PostDoc,German,antrag___jahr,11
Professor,German,promotion___uni,11
PostDoc,German,problem___teil,11
Others,German,deutschland___hochschule,11
PostDoc,German,postdoc___wissenschaftler,11
PostDoc,German,thema___zeit,11
PostDoc,German,arbeit___monat,11
PostDoc,German,frage___uni,11
Others,German,bedingung___wissenschaftler,11
PostDoc,German,arbeit___mensch,11
Professor,German,professor___professur,11
PostDoc,English,contract___scientist,11
Unknown,German,kind___vertrag,10
Unknown,German,forschung___wirtschaft,10
Professor,German,projekt___stelle,10
Professor,German,nachwuchs___system,10
Others,German,nachwuchs___wissenschaftler,10
Others,German,idee___wissenschaftler,10
Others,German,arbeitsbedingung___vertrag,10
Unknown,German,hochschule___uni,10
Others,German,jahr___leute,10
Unknown,German,mensch___problem,10
Unknown,German,gesellschaft___wissenschaft,10
Others,German,bedingung___wissenschaft,10
Others,German,jahr___unsicherheit,10
Unknown,German,hochschule___land,10
Others,German,job___uni,10
Professor,German,problem___system,10
Others,German,forschung___karriere,10
Others,German,frau___wissenschaft,10
Unknown,German,befristung___promotion,10
Others,German,daueraufgabe___reform,10
Professor,German,monat___uni,10
Professor,German,situation___wissenschaft,10
Unknown,German,arbeit___vertrag,10
Others,German,bedingung___hochschule,10
Unknown,German,geld___zeit,10
Others,German,jahr___mitarbeiter,10
Unknown,German,problem___system,10
Others,German,gesetz___wissenschaftler,10
Others,German,jahr___kind,10
Professor,German,uni___wissenschaftler,10
Others,German,arbeitsbedingung___uhr,10
Others,German,erfahrung___wissenschaftler,10
PostDoc,German,ausland___wissenschaftler,10
PostDoc,English,scientist___year,10
PostDoc,German,befristung___thema,10
Professor,English,germany___university,10
Professor,English,germany___postdoc,10
Professor,German,forschung___problem,10
Professor,German,forschung___gesellschaft,10
Professor,German,finanzierung___forschung,10
PostDoc,German,befristung___problem,10
Professor,German,erfahrung___wissenschaft,10
PostDoc,German,hanna___karriere,10
Professor,English,job___position,10
Professor,English,career___researcher,10
PostDoc,German,grund___uni,10
Professor,German,drittmittel___jahr,10
Professor,English,academic___student,10
Professor,English,academia___university,10
PostDoc,English,contract___people,10
PostDoc,German,postdoc___thema,10
Professor,English,job___people,10
Professor,English,job___postdoc,10
PostDoc,English,time___university,10
PostDoc,German,mensch___problem,10
PostDoc,German,leute___wissenschaftler,10
PostDoc,German,arbeit___vertrag,10
Professor,German,hochschule___problem,10
Professor,German,hochschule___mittelbau,10
Professor,German,hochschule___lehre,10
Unknown,German,wissenschaft___zeit,10
PostDoc,German,hochschule___verantwortung,10
PostDoc,German,arbeitsbedingung___reform,10
Professor,German,forschung___vertrag,10
Professor,German,habil___jahr,10
PostDoc,German,mensch___system,10
PostDoc,German,hochschule___problem,10
Professor,German,gesetz___jahr,10
Professor,English,position___professor,10
PostDoc,German,teil___wissenschaft,10
Professor,German,frage___uni,10
PostDoc,English,way___work,10
PostDoc,English,thing___work,10
Professor,German,hochschule___studium,10
PostDoc,German,situation___wissenschaft,10
PostDoc,English,germany___university,10
PostDoc,English,job___people,10
PostDoc,German,diskussion___uni,10
Unknown,German,system___wissenschaft,10
PostDoc,English,job___postdoc,10
PostDoc,English,job___system,10
PostDoc,German,professur___wissenschaft,10
PostDoc,German,wirtschaft___wissenschaft,10
Professor,German,arbeitsbedingung___jahr,10
PostDoc,English,precarity___scholar,10
PostDoc,German,vertrag___wissenschaftler,10
PostDoc,German,entfristung___uni,10
PostDoc,German,universität___vertrag,10
PostDoc,German,uni___verwaltung,10
PostDoc,English,postdoc___research,10
PostDoc,German,thread___wissenschaftler,10
Professor,German,arbeit___zeit,10
PostDoc,English,germany___problem,10
Professor,German,bmbf___video,10
Professor,German,bedingung___wissenschaftler,10
PostDoc,German,postdoc___track,10
PostDoc,English,contract___system,10
Professor,German,beruf___jahr,10
Unknown,German,studium___wissenschaft,10
PostDoc,German,postdoc___zeit,10
PostDoc,German,frau___wissenschaft,10
PostDoc,German,problem___thema,10
PostDoc,German,problem___universität,10
PostDoc,English,scholar___system,10
Professor,German,bedingung___jahr,10
Professor,German,argument___stelle,10
PostDoc,German,deutschland___karriere,10
PostDoc,German,deutschland___land,10
PostDoc,English,day___work,10
PostDoc,German,deutschland___professur,10
PostDoc,German,professur___promotion,10
PostDoc,German,arbeit___stelle,10
Professor,English,people___year,10
PostDoc,German,thema___wissenschaftler,10
Others,German,problem___vertrag,10
Others,English,research___researcher,10
Others,German,professur___wissenschaft,10
PhD Student,German,system___wissenschaftler,10
Others,German,projekt___uni,10
PostDoc,German,kind___uni,10
Others,German,promotion___wissenschaft,10
PostDoc,German,kind___stelle,10
Others,German,promotion___zeit,10
Others,English,academia___year,10
Others,German,situation___wissenschaft,10
Others,German,arbeit___thema,10
PhD Student,German,promotion___zeit,10
Professor,German,karriere___promotion,10
Others,German,studium___wissenschaft,10
PostDoc,German,jahr___wort,10
PhD Student,German,jahr___monat,10
Others,English,job___researcher,10
Others,English,career___job,10
PhD Student,German,forschung___wissenschaft,10
PostDoc,German,land___system,10
PD,German,jahr___professur,10
PD,German,arbeit___wissenschaft,10
Professor,German,kollege___system,10
PostDoc,German,karriere___perspektive,10
Others,German,vertrag___zeit,10
PostDoc,German,karriere___wissenschaftler,10
Others,German,unsicherheit___wissenschaft,10
Others,German,system___unsicherheit,10
Others,German,universität___wissenschaftler,10
Professor,German,mensch___problem,10
Unknown,German,promotion___vertrag,10
Unknown,English,research___work,10
PostDoc,English,career___condition,10
PostDoc,German,arbeit___mittelbau,10
PostDoc,German,arbeit___lehre,10
Professor,English,system___year,10
PostDoc,German,arbeit___karriere,10
Professor,English,time___university,10
Professor,English,university___work,10
Unknown,English,germany___research,10
Professor,German,hochschule___zeit,10
PostDoc,English,career___contract,10
Others,English,academia___germany,10
PostDoc,German,antwort___jahr,10
Professor,German,jahr___lehre,10
PostDoc,German,karriere___system,10
Others,German,problem___uni,10
Others,English,academia___researcher,10
Professor,German,jahr___wissenschaftssystem,10
PostDoc,German,jahr___land,10
PostDoc,German,jahr___mittelbau,10
Professor,German,jahr___punkt,10
PostDoc,German,jahr___lehre,10
Others,German,forderung___hochschule,9
Unknown,German,jahr___wissenschaftssystem,9
PostDoc,German,professor___professur,9
PostDoc,German,studium___zeit,9
PostDoc,German,frau___problem,9
PostDoc,German,familie___wissenschaft,9
Unknown,German,kind___wissenschaft,9
Unknown,German,bereich___forschung,9
PostDoc,German,ergebnis___wissenschaft,9
PostDoc,German,forschung___projekt,9
PostDoc,German,tag___zeit,9
PostDoc,German,system___thread,9
PostDoc,German,kind___kollege,9
Unknown,German,jahr___zukunft,9
Others,German,folge___wissenschaft,9
PostDoc,German,familie___stelle,9
PostDoc,German,forschung___professor,9
PostDoc,German,kollege___uni,9
Others,German,entfristung___mittelbau,9
PostDoc,German,stelle___zeit,9
PostDoc,German,innovation___jahr,9
PostDoc,German,kritik___system,9
PostDoc,German,jahr___karriere,9
PostDoc,German,jahr___situation,9
PostDoc,German,jahr___prof,9
Others,German,daueraufgabe___hochschule,9
Others,German,chance___wissenschaft,9
PostDoc,German,hanna___kind,9
PostDoc,German,jahr___personal,9
PostDoc,German,jahr___lösung,9
PostDoc,German,mitarbeiter___uni,9
Unknown,German,forschung___job,9
Others,German,chance___jahr,9
Unknown,German,jahr___kollege,9
Unknown,German,hanna___uni,9
PostDoc,German,hochschule___mittelbau,9
Unknown,German,jahr___karriere,9
PostDoc,German,innovation___uni,9
PostDoc,German,hochschule___thema,9
PostDoc,German,jahr___un,9
PostDoc,German,mittel___wissenschaft,9
PostDoc,German,glück___vertrag,9
Unknown,German,geld___vertrag,9
PostDoc,German,kritik___wissenschaft,9
PostDoc,German,postdoc___universität,9
PostDoc,German,job___wissenschaftler,9
PostDoc,German,job___thema,9
PostDoc,German,job___problem,9
Unknown,German,hochschule___wissenschaftler,9
PostDoc,German,gedanke___wissenschaft,9
PostDoc,German,politik___uni,9
PostDoc,German,nachwuchs___wissenschaftler,9
Unknown,German,geld___job,9
Others,German,dauerstelle___wissenschaft,9
Unknown,German,geld___system,9
PostDoc,German,nachwuchs___professur,9
PostDoc,German,monat___uni,9
PostDoc,German,jahr___woche,9
PostDoc,German,land___wissenschaft,9
Others,German,perspektive___uni,9
PostDoc,German,erfahrung___wissenschaft,9
PostDoc,German,arbeit___debatte,9
Professor,German,job___problem,9
Professor,German,job___leute,9
Professor,German,problem___wissenschaftler,9
Professor,German,jahr___vorschlag,9
Professor,German,jahr___universität,9
Professor,German,jahr___qualifikation,9
Others,German,kollege___uhr,9
Professor,German,jahr___projekt,9
Others,German,kollege___thema,9
Professor,German,jahr___prof,9
PostDoc,German,arbeit___gesetz,9
PhD Student,German,thema___wissenschaft,9
Professor,German,promotion___system,9
PostDoc,German,arbeit___perspektive,9
Professor,German,hochschule___system,9
Others,German,jahr___vorschlag,9
Professor,German,hanna___zeit,9
Professor,German,hanna___promotion,9
Professor,German,hanna___problem,9
Others,German,jahr___studium,9
PostDoc,German,arbeitsbedingung___universität,9
Others,German,jahr___professur,9
Professor,German,job___wissenschaft,9
Professor,German,problem___promotion,9
Professor,German,frage___zeit,9
Others,German,system___uni,9
Others,German,postdoc___uni,9
Professor,German,monat___wissenschaft,9
Professor,German,monat___zeit,9
Professor,German,mensch___zeit,9
Others,German,promotion___uni,9
Others,German,mittelbau___wissenschaft,9
Others,German,reform___wissenschaftler,9
Others,German,stunde___wissenschaft,9
Professor,German,politik___uni,9
Others,German,stunde___woche,9
Professor,German,politik___wissenschaftler,9
PhD Student,German,mensch___system,9
Professor,German,post___professur,9
Others,German,tag___wissenschaft,9
Others,German,vertrag___wissenschaftlerin,9
Others,German,wissenschaftler___zeit,9
PD,German,befristung___jahr,9
PhD Student,German,arbeit___forschung,9
PhD Student,German,forschung___stelle,9
Others,German,lehre___uni,9
PhD Student,German,hanna___wissenschaft,9
PhD Student,German,jahr___mensch,9
PostDoc,German,arbeitsvertrag___vertrag,9
Professor,German,frage___system,9
PostDoc,German,un___uni,9
Professor,German,antrag___bewerbung,9
PostDoc,German,deutschland___postdoc,9
Unknown,German,arbeit___geld,9
PostDoc,German,deutschland___problem,9
Professor,German,arbeitsbedingung___uni,9
PostDoc,German,deutschland___vertrag,9
Professor,German,arbeitsbedingung___thema,9
PostDoc,German,diskussion___problem,9
Unknown,German,arbeitsbedingung___jahr,9
Professor,German,arbeit___hochschule,9
Unknown,German,arbeitsbedingung___mensch,9
PostDoc,German,wissenschaft___wort,9
Others,German,personal___uni,9
PostDoc,German,wissenschaft___woche,9
Unknown,German,arbeitsvertrag___uni,9
Others,German,frage___jahr,9
PostDoc,German,vertrag___woche,9
Others,German,forschung___verwaltung,9
Others,German,forschung___thema,9
Others,German,forschung___system,9
PostDoc,German,entfristung___wissenschaft,9
PostDoc,German,uni___woche,9
PostDoc,German,uni___wirtschaft,9
Professor,German,bedingung___forschung,9
Professor,German,video___wissenschaft,9
Professor,German,forschung___universität,9
Others,German,hochschule___postdoc,9
Others,German,idee___uni,9
Professor,German,familie___jahr,9
Professor,German,stelle___zeit,9
Professor,German,entfristung___track,9
Professor,German,entfristung___forschung,9
PostDoc,German,beitrag___wissenschaft,9
PostDoc,German,beitrag___wissenschaftler,9
Professor,German,system___wissenschaftssystem,9
Others,German,hochschule___situation,9
Professor,German,system___zeit,9
Professor,German,drittmittel___forschung,9
Professor,German,vertrag___wissenschaftler,9
PostDoc,German,bereich___jahr,9
Professor,German,diskussion___wissenschaft,9
Others,German,hanna___uni,9
Professor,German,dauerstelle___wissenschaft,9
Others,German,hanna___problem,9
Professor,German,thread___wissenschaft,9
PostDoc,German,buch___wissenschaft,9
PostDoc,German,bund___hochschule,9
PostDoc,German,chance___jahr,9
Professor,German,befristung___forschung,9
Others,German,bereich___forschung,9
Others,English,academia___career,9
Professor,English,academia___postdoc,9
Professor,English,research___university,9
